County,State,Commodity,Value
Waldo,ME,Apples,282.0
Waldo,ME,Aronia berries,17.0
Waldo,ME,"Berries, other",2.0
Waldo,ME,Berry totals,628044.0
Waldo,ME,Blackberries,19.0
Waldo,ME,Blueberries,3489.0
Waldo,ME,Cherries,14.0
Waldo,ME,Cranberries,16.0
Waldo,ME,Elderberries,48.0
Waldo,ME,Fruit & tree nut totals,1383143.0
Waldo,ME,Grapes,45.0
Waldo,ME,Hazelnuts,22.0
Waldo,ME,Non-citrus totals,359.0
Waldo,ME,Orchards,243.0
Waldo,ME,Peaches,68.0
Waldo,ME,Pears,128.0
Waldo,ME,Plums,21.0
Waldo,ME,Plums & prunes,28.0
Waldo,ME,Prunes,8.0
Waldo,ME,Raspberries,148.0
Waldo,ME,Strawberries,53.0
Waldo,ME,Tree nut totals,32.0
Waldo,ME,Walnuts,8.0
Walker,AL,Apples,6.0
Walker,AL,Berry totals,11.0
Walker,AL,Blackberries,4.0
Walker,AL,Blueberries,16.0
Walker,AL,Elderberries,2.0
Walker,AL,Fruit & tree nut totals,30018.0
Walker,AL,Grapes,2.0
Walker,AL,Kiwifruit,2.0
Walker,AL,Non-citrus totals,23.0
Walker,AL,Orchards,32.0
Walker,AL,Peaches,29.0
Walker,AL,Pears,12.0
Walker,AL,Pecans,16.0
Walker,AL,Strawberries,4.0
Walker,AL,Tree nut totals,8.0
Walker,GA,Apples,52.0
Walker,GA,Berry totals,104042.0
Walker,GA,Blackberries,14.0
Walker,GA,Blueberries,76.0
Walker,GA,Cherries,6.0
Walker,GA,Figs,12.0
Walker,GA,Fruit & tree nut totals,320034.0
Walker,GA,Grapes,26.0
Walker,GA,Non-citrus totals,67.0
Walker,GA,Orchards,94.0
Walker,GA,Peaches,59.0
Walker,GA,Pears,25.0
Walker,GA,Pecans,4.0
Walker,GA,Persimmons,8.0
Walker,GA,Plums,8.0
Walker,GA,Plums & prunes,8.0
Walker,GA,Raspberries,34.0
Walker,GA,Tree nut totals,2.0
Walker,TX,Almonds,6.0
Walker,TX,Apples,22.0
Walker,TX,Bananas,6.0
Walker,TX,Berry totals,8016.0
Walker,TX,Blackberries,6.0
Walker,TX,Blueberries,12.0
Walker,TX,Chestnuts,4.0
Walker,TX,Citrus totals,10.0
Walker,TX,Figs,16.0
Walker,TX,Fruit & tree nut totals,358052.0
Walker,TX,Grapes,100.0
Walker,TX,Lemons,4.0
Walker,TX,Non-citrus totals,342.0
Walker,TX,Olives,2.0
Walker,TX,Oranges,16.0
Walker,TX,Orchards,604.0
Walker,TX,Peaches,9.0
Walker,TX,Pears,72.0
Walker,TX,Pecans,354.0
Walker,TX,Persimmons,8.0
Walker,TX,Plums,19.0
Walker,TX,Plums & prunes,19.0
Walker,TX,Pomegranates,8.0
Walker,TX,Strawberries,4.0
Walker,TX,Tree nut totals,622.0
Walla walla,WA,Almonds,2.0
Walla walla,WA,Apples,23372.0
Walla walla,WA,Apricots,26.0
Walla walla,WA,"Berries, other",4.0
Walla walla,WA,Berry totals,5200613.0
Walla walla,WA,Blackberries,16.0
Walla walla,WA,Blueberries,934.0
Walla walla,WA,Boysenberries,4.0
Walla walla,WA,Cherries,1853.0
Walla walla,WA,Chestnuts,8.0
Walla walla,WA,Fruit & tree nut totals,493162195.0
Walla walla,WA,Grapes,5795.0
Walla walla,WA,Hazelnuts,13.0
Walla walla,WA,Kiwifruit,10.0
Walla walla,WA,Nectarines,28.0
Walla walla,WA,Non-citrus totals,31031.0
Walla walla,WA,Orchards,31122.0
Walla walla,WA,Peaches,102.0
Walla walla,WA,Pears,47.0
Walla walla,WA,Plum-apricot hybrids,4.0
Walla walla,WA,Plums,25.0
Walla walla,WA,Plums & prunes,25.0
Walla walla,WA,Raspberries,115.0
Walla walla,WA,Strawberries,11.0
Walla walla,WA,Tree nut totals,24.0
Walla walla,WA,Walnuts,2.0
Waller,TX,Apples,4.0
Waller,TX,Apricots,4.0
Waller,TX,Berry totals,30036.0
Waller,TX,Blackberries,25.0
Waller,TX,Blueberries,12.0
Waller,TX,Cherries,4.0
Waller,TX,Citrus totals,4.0
Waller,TX,Figs,8.0
Waller,TX,Fruit & tree nut totals,1508068.0
Waller,TX,Grapes,33.0
Waller,TX,Lemons,4.0
Waller,TX,Nectarines,4.0
Waller,TX,Non-citrus totals,55.0
Waller,TX,Olives,6.0
Waller,TX,Oranges,8.0
Waller,TX,Orchards,1301.0
Waller,TX,Peaches,29.0
Waller,TX,Pecans,3781.0
Waller,TX,Plums,4.0
Waller,TX,Plums & prunes,4.0
Waller,TX,Strawberries,2.0
Waller,TX,Tree nut totals,1885.0
Wallowa,OR,Apples,10.0
Wallowa,OR,Berry totals,18.0
Wallowa,OR,Blackberries,2.0
Wallowa,OR,Blueberries,26.0
Wallowa,OR,Cherries,2.0
Wallowa,OR,Fruit & tree nut totals,308015.0
Wallowa,OR,Non-citrus totals,22.0
Wallowa,OR,Orchards,24.0
Wallowa,OR,Peaches,14.0
Wallowa,OR,Pears,14.0
Wallowa,OR,Plums,4.0
Wallowa,OR,Plums & prunes,4.0
Wallowa,OR,Strawberries,5.0
Walsh,ND,Apples,2.0
Walsh,ND,Fruit & tree nut totals,2.0
Walsh,ND,Non-citrus totals,2.0
Walsh,ND,Orchards,2.0
Walthall,MS,Apples,16.0
Walthall,MS,Berry totals,10015.0
Walthall,MS,Blackberries,2.0
Walthall,MS,Blueberries,20.0
Walthall,MS,Figs,10.0
Walthall,MS,Fruit & tree nut totals,370025.0
Walthall,MS,Grapes,12.0
Walthall,MS,Non-citrus totals,90.0
Walthall,MS,Orchards,178.0
Walthall,MS,Peaches,58.0
Walthall,MS,Pears,30.0
Walthall,MS,Pecans,147.0
Walthall,MS,Persimmons,2.0
Walthall,MS,Plums,37.0
Walthall,MS,Plums & prunes,37.0
Walthall,MS,Raspberries,12.0
Walthall,MS,Tree nut totals,123.0
Walthall,MS,"Tree nuts, other",6.0
Walton,FL,Apples,45.0
Walton,FL,Avocados,4.0
Walton,FL,Bananas,4.0
Walton,FL,Berry totals,105099.0
Walton,FL,Blackberries,34.0
Walton,FL,Blueberries,176.0
Walton,FL,Chestnuts,4.0
Walton,FL,Citrus totals,15.0
Walton,FL,Figs,40.0
Walton,FL,Fruit & tree nut totals,2147127.0
Walton,FL,Grapes,353.0
Walton,FL,Kiwifruit,4.0
Walton,FL,Non-citrus totals,480.0
Walton,FL,"Non-citrus, other",8.0
Walton,FL,Olives,4.0
Walton,FL,Orchards,837.0
Walton,FL,Peaches,26.0
Walton,FL,Pears,98.0
Walton,FL,Pecans,198.0
Walton,FL,Persimmons,28.0
Walton,FL,Plums,6.0
Walton,FL,Plums & prunes,6.0
Walton,FL,Pomegranates,4.0
Walton,FL,Raspberries,20.0
Walton,FL,Strawberries,4.0
Walton,FL,Tangerines,15.0
Walton,FL,Tree nut totals,578.0
Walton,GA,Apples,5.0
Walton,GA,Berry totals,84063.0
Walton,GA,Blackberries,4.0
Walton,GA,Blueberries,24.0
Walton,GA,Figs,10.0
Walton,GA,Fruit & tree nut totals,475042.0
Walton,GA,Grapes,8.0
Walton,GA,Non-citrus totals,37.0
Walton,GA,Orchards,140.0
Walton,GA,Pears,12.0
Walton,GA,Pecans,216.0
Walton,GA,Plums,3.0
Walton,GA,Plums & prunes,3.0
Walton,GA,Strawberries,32.0
Walton,GA,Tree nut totals,108.0
Walworth,SD,Apples,3.0
Walworth,SD,Fruit & tree nut totals,2.0
Walworth,SD,Non-citrus totals,3.0
Walworth,SD,Orchards,3.0
Walworth,WI,Almonds,4.0
Walworth,WI,Apples,230.0
Walworth,WI,Apricots,4.0
Walworth,WI,Berry totals,66108.0
Walworth,WI,Blackberries,10.0
Walworth,WI,Blueberries,58.0
Walworth,WI,Boysenberries,4.0
Walworth,WI,Cherries,20.0
Walworth,WI,Chestnuts,2.0
Walworth,WI,Currants,6.0
Walworth,WI,Elderberries,4.0
Walworth,WI,Fruit & tree nut totals,1722064.0
Walworth,WI,Grapes,20.0
Walworth,WI,Hazelnuts,4.0
Walworth,WI,Non-citrus totals,248.0
Walworth,WI,"Non-citrus, other",2.0
Walworth,WI,Orchards,256.0
Walworth,WI,Peaches,60.0
Walworth,WI,Pears,51.0
Walworth,WI,Plums,6.0
Walworth,WI,Plums & prunes,6.0
Walworth,WI,Raspberries,59.0
Walworth,WI,Strawberries,82.0
Walworth,WI,Tree nut totals,6.0
Wapello,IA,Chestnuts,3.0
Wapello,IA,Fruit & tree nut totals,2.0
Wapello,IA,Hazelnuts,3.0
Wapello,IA,Non-citrus totals,2.0
Wapello,IA,Orchards,2.0
Wapello,IA,Persimmons,2.0
Wapello,IA,Tree nut totals,3.0
Ward,ND,Apples,16.0
Ward,ND,"Berries, other",3.0
Ward,ND,Berry totals,5019.0
Ward,ND,Fruit & tree nut totals,56019.0
Ward,ND,Grapes,18.0
Ward,ND,Non-citrus totals,34.0
Ward,ND,Orchards,25.0
Ward,ND,Raspberries,20.0
Ward,ND,Strawberries,4.0
Ward,TX,Cherries,6.0
Ward,TX,Fruit & tree nut totals,2.0
Ward,TX,Non-citrus totals,22.0
Ward,TX,Orchards,37.0
Ward,TX,Pecans,76.0
Ward,TX,Pomegranates,2.0
Ward,TX,Tree nut totals,34.0
Ware,GA,Berry totals,9583797.0
Ware,GA,Blueberries,2356.0
Ware,GA,Boysenberries,2.0
Ware,GA,Fruit & tree nut totals,14474151.0
Ware,GA,Grapes,2.0
Ware,GA,Loganberries,12.0
Ware,GA,Non-citrus totals,5.0
Ware,GA,"Non-citrus, other",2.0
Ware,GA,Orchards,3213.0
Ware,GA,Pecans,4210.0
Ware,GA,Persimmons,3.0
Ware,GA,Plums,2.0
Ware,GA,Plums & prunes,2.0
Ware,GA,Strawberries,2.0
Ware,GA,Tree nut totals,1713.0
Ware,GA,"Tree nuts, other",2.0
Warren,GA,Berry totals,2.0
Warren,GA,Blueberries,8.0
Warren,GA,Fruit & tree nut totals,198012.0
Warren,GA,Orchards,568.0
Warren,GA,Pecans,2222.0
Warren,GA,Tree nut totals,1111.0
Warren,IL,Apples,6.0
Warren,IL,Aronia berries,2.0
Warren,IL,Berry totals,6.0
Warren,IL,Chestnuts,3.0
Warren,IL,Fruit & tree nut totals,18008.0
Warren,IL,Non-citrus totals,6.0
Warren,IL,Orchards,6.0
Warren,IL,Strawberries,4.0
Warren,IL,Tree nut totals,3.0
Warren,IN,Apples,5.0
Warren,IN,Cherries,3.0
Warren,IN,Fruit & tree nut totals,2.0
Warren,IN,Non-citrus totals,5.0
Warren,IN,Orchards,4.0
Warren,IN,Peaches,10.0
Warren,IN,Pears,6.0
Warren,IA,Apples,57.0
Warren,IA,Apricots,4.0
Warren,IA,Aronia berries,43.0
Warren,IA,Berry totals,102077.0
Warren,IA,Blackberries,2.0
Warren,IA,Blueberries,22.0
Warren,IA,Cherries,34.0
Warren,IA,Chestnuts,5.0
Warren,IA,Currants,2.0
Warren,IA,Elderberries,4.0
Warren,IA,Fruit & tree nut totals,632078.0
Warren,IA,Grapes,189.0
Warren,IA,Hazelnuts,2.0
Warren,IA,Nectarines,4.0
Warren,IA,Non-citrus totals,266.0
Warren,IA,Orchards,226.0
Warren,IA,Peaches,48.0
Warren,IA,Pears,101.0
Warren,IA,Pecans,12.0
Warren,IA,Plums,29.0
Warren,IA,Plums & prunes,29.0
Warren,IA,Raspberries,33.0
Warren,IA,Tree nut totals,68.0
Warren,IA,"Tree nuts, other",32.0
Warren,IA,Walnuts,22.0
Warren,KY,Apples,67.0
Warren,KY,Apricots,4.0
Warren,KY,Berry totals,160110.0
Warren,KY,Blackberries,24.0
Warren,KY,Blueberries,178.0
Warren,KY,Cherries,12.0
Warren,KY,Chestnuts,2.0
Warren,KY,Elderberries,2.0
Warren,KY,Figs,4.0
Warren,KY,Fruit & tree nut totals,1102048.0
Warren,KY,Grapes,54.0
Warren,KY,Nectarines,2.0
Warren,KY,Non-citrus totals,176.0
Warren,KY,Orchards,219.0
Warren,KY,Peaches,348.0
Warren,KY,Pears,28.0
Warren,KY,Pecans,8.0
Warren,KY,Persimmons,2.0
Warren,KY,Plums,30.0
Warren,KY,Plums & prunes,30.0
Warren,KY,Raspberries,16.0
Warren,KY,Tree nut totals,6.0
Warren,KY,"Tree nuts, other",4.0
Warren,MS,Apples,12.0
Warren,MS,Berry totals,9.0
Warren,MS,Blueberries,20.0
Warren,MS,Cherries,4.0
Warren,MS,Chestnuts,4.0
Warren,MS,Figs,4.0
Warren,MS,Fruit & tree nut totals,32009.0
Warren,MS,Grapes,6.0
Warren,MS,Non-citrus totals,14.0
Warren,MS,Orchards,34.0
Warren,MS,Peaches,8.0
Warren,MS,Pears,26.0
Warren,MS,Pecans,20.0
Warren,MS,Plums,4.0
Warren,MS,Plums & prunes,4.0
Warren,MS,Raspberries,12.0
Warren,MS,Tree nut totals,8.0
Warren,MO,Almonds,2.0
Warren,MO,Apples,10.0
Warren,MO,Berry totals,33017.0
Warren,MO,Blackberries,2.0
Warren,MO,Blueberries,24.0
Warren,MO,Cherries,18.0
Warren,MO,Chestnuts,6.0
Warren,MO,Fruit & tree nut totals,1737057.0
Warren,MO,Grapes,98.0
Warren,MO,Non-citrus totals,294.0
Warren,MO,Orchards,516.0
Warren,MO,Peaches,14.0
Warren,MO,Pears,8.0
Warren,MO,Pecans,12.0
Warren,MO,Plums,4.0
Warren,MO,Plums & prunes,4.0
Warren,MO,Strawberries,14.0
Warren,MO,Tree nut totals,18.0
Warren,MO,Walnuts,6.0
Warren,NJ,Apples,597.0
Warren,NJ,Apricots,12.0
Warren,NJ,Berry totals,97120.0
Warren,NJ,Blackberries,22.0
Warren,NJ,Blueberries,100.0
Warren,NJ,Boysenberries,2.0
Warren,NJ,Cherries,44.0
Warren,NJ,Chestnuts,2.0
Warren,NJ,Currants,2.0
Warren,NJ,Fruit & tree nut totals,5105136.0
Warren,NJ,Grapes,292.0
Warren,NJ,Hazelnuts,2.0
Warren,NJ,Nectarines,20.0
Warren,NJ,Non-citrus totals,545.0
Warren,NJ,"Non-citrus, other",4.0
Warren,NJ,Orchards,644.0
Warren,NJ,Peaches,494.0
Warren,NJ,Pears,188.0
Warren,NJ,Pecans,4.0
Warren,NJ,Plums,8.0
Warren,NJ,Plums & prunes,8.0
Warren,NJ,Raspberries,110.0
Warren,NJ,Strawberries,42.0
Warren,NJ,Tree nut totals,2.0
Warren,NJ,Walnuts,2.0
Warren,NY,Berry totals,24.0
Warren,NY,Blueberries,48.0
Warren,NY,Fruit & tree nut totals,10.0
Warren,NY,Non-citrus totals,2.0
Warren,NY,Orchards,2.0
Warren,NY,Peaches,4.0
Warren,NY,Plums,2.0
Warren,NY,Plums & prunes,2.0
Warren,NY,Raspberries,20.0
Warren,NC,Apples,4.0
Warren,NC,Berry totals,65.0
Warren,NC,Blackberries,4.0
Warren,NC,Blueberries,106.0
Warren,NC,Figs,2.0
Warren,NC,Fruit & tree nut totals,90012.0
Warren,NC,Grapes,4.0
Warren,NC,Non-citrus totals,8.0
Warren,NC,Orchards,8.0
Warren,NC,Peaches,4.0
Warren,NC,Pears,6.0
Warren,NC,Strawberries,6.0
Warren,OH,Apples,119.0
Warren,OH,Berry totals,61048.0
Warren,OH,Blackberries,31.0
Warren,OH,Blueberries,30.0
Warren,OH,Cherries,2.0
Warren,OH,Chestnuts,14.0
Warren,OH,Elderberries,2.0
Warren,OH,Fruit & tree nut totals,797047.0
Warren,OH,Grapes,8.0
Warren,OH,Non-citrus totals,387.0
Warren,OH,Orchards,229.0
Warren,OH,Peaches,58.0
Warren,OH,Pears,41.0
Warren,OH,Plums,8.0
Warren,OH,Plums & prunes,8.0
Warren,OH,Raspberries,54.0
Warren,OH,Strawberries,3.0
Warren,OH,Tree nut totals,28.0
Warren,OH,Walnuts,11.0
Warren,PA,Apples,38.0
Warren,PA,Berry totals,161072.0
Warren,PA,Blueberries,32.0
Warren,PA,Cherries,4.0
Warren,PA,Chestnuts,4.0
Warren,PA,Fruit & tree nut totals,273030.0
Warren,PA,Hazelnuts,4.0
Warren,PA,Non-citrus totals,66.0
Warren,PA,Orchards,91.0
Warren,PA,Pecans,8.0
Warren,PA,Plums,4.0
Warren,PA,Plums & prunes,4.0
Warren,PA,Raspberries,8.0
Warren,PA,Strawberries,24.0
Warren,PA,Tree nut totals,21.0
Warren,PA,"Tree nuts, other",6.0
Warren,TN,Apples,136.0
Warren,TN,"Berries, other",2.0
Warren,TN,Berry totals,21.0
Warren,TN,Blackberries,4.0
Warren,TN,Blueberries,8.0
Warren,TN,Cherries,2.0
Warren,TN,Chestnuts,2.0
Warren,TN,Figs,3.0
Warren,TN,Fruit & tree nut totals,904026.0
Warren,TN,Grapes,20.0
Warren,TN,Hazelnuts,4.0
Warren,TN,Non-citrus totals,209.0
Warren,TN,"Non-citrus, other",2.0
Warren,TN,Orchards,241.0
Warren,TN,Peaches,85.0
Warren,TN,Pears,20.0
Warren,TN,Pecans,8.0
Warren,TN,Persimmons,4.0
Warren,TN,Strawberries,2.0
Warren,TN,Tree nut totals,6.0
Warren,VA,Apples,21.0
Warren,VA,Berry totals,15019.0
Warren,VA,Blackberries,8.0
Warren,VA,Blueberries,20.0
Warren,VA,Fruit & tree nut totals,439037.0
Warren,VA,Grapes,59.0
Warren,VA,Hazelnuts,10.0
Warren,VA,Nectarines,6.0
Warren,VA,Non-citrus totals,223.0
Warren,VA,"Non-citrus, other",4.0
Warren,VA,Orchards,135.0
Warren,VA,Peaches,36.0
Warren,VA,Pears,42.0
Warren,VA,Plums,4.0
Warren,VA,Plums & prunes,4.0
Warren,VA,Raspberries,4.0
Warren,VA,Tree nut totals,10.0
Warrick,IN,Berry totals,3.0
Warrick,IN,Blueberries,4.0
Warrick,IN,Fruit & tree nut totals,23005.0
Warrick,IN,Orchards,4.0
Warrick,IN,Strawberries,2.0
Warrick,IN,Tree nut totals,6.0
Warrick,IN,Walnuts,6.0
Wasatch,UT,Apples,4.0
Wasatch,UT,Apricots,4.0
Wasatch,UT,Cherries,4.0
Wasatch,UT,Fruit & tree nut totals,4.0
Wasatch,UT,Non-citrus totals,4.0
Wasatch,UT,Orchards,6.0
Wasatch,UT,Peaches,8.0
Wasatch,UT,Pears,8.0
Wasco,OR,Apples,31.0
Wasco,OR,Apricots,56.0
Wasco,OR,Berry totals,344193.0
Wasco,OR,Blackberries,18.0
Wasco,OR,Blueberries,272.0
Wasco,OR,Cherries,20775.0
Wasco,OR,Fruit & tree nut totals,120692253.0
Wasco,OR,Grapes,487.0
Wasco,OR,Hazelnuts,4.0
Wasco,OR,Nectarines,5.0
Wasco,OR,Non-citrus totals,10005.0
Wasco,OR,"Non-citrus, other",4.0
Wasco,OR,Orchards,20346.0
Wasco,OR,Peaches,106.0
Wasco,OR,Pears,1042.0
Wasco,OR,Plums,12.0
Wasco,OR,Plums & prunes,12.0
Wasco,OR,Prunes,2.0
Wasco,OR,Raspberries,40.0
Wasco,OR,Strawberries,18.0
Wasco,OR,Tree nut totals,7.0
Wasco,OR,Walnuts,3.0
Waseca,MN,Aronia berries,3.0
Waseca,MN,Berry totals,4.0
Waseca,MN,Fruit & tree nut totals,4.0
Waseca,MN,Grapes,2.0
Waseca,MN,Non-citrus totals,2.0
Waseca,MN,Orchards,2.0
Waseca,MN,Raspberries,4.0
Washakie,WY,Fruit & tree nut totals,2.0
Washakie,WY,Grapes,2.0
Washakie,WY,Non-citrus totals,2.0
Washakie,WY,Orchards,3.0
Washburn,WI,Apples,35.0
Washburn,WI,Berry totals,19.0
Washburn,WI,Blueberries,8.0
Washburn,WI,Cranberries,4.0
Washburn,WI,Elderberries,8.0
Washburn,WI,Fruit & tree nut totals,1624024.0
Washburn,WI,Grapes,8.0
Washburn,WI,Hazelnuts,3.0
Washburn,WI,Non-citrus totals,37.0
Washburn,WI,Orchards,41.0
Washburn,WI,Raspberries,4.0
Washburn,WI,Strawberries,3.0
Washburn,WI,Tree nut totals,3.0
Washington,AL,Berry totals,353111.0
Washington,AL,Blueberries,142.0
Washington,AL,Figs,10.0
Washington,AL,Fruit & tree nut totals,18.0
Washington,AL,Grapes,8.0
Washington,AL,Nectarines,4.0
Washington,AL,Non-citrus totals,23.0
Washington,AL,Orchards,60.0
Washington,AL,Pears,8.0
Washington,AL,Pecans,172.0
Washington,AL,Tree nut totals,82.0
Washington,AR,Apples,97.0
Washington,AR,Apricots,4.0
Washington,AR,Berry totals,394279.0
Washington,AR,Blackberries,139.0
Washington,AR,Blueberries,320.0
Washington,AR,Cherries,14.0
Washington,AR,Elderberries,23.0
Washington,AR,Figs,2.0
Washington,AR,Fruit & tree nut totals,810094.0
Washington,AR,Grapes,92.0
Washington,AR,Nectarines,6.0
Washington,AR,Non-citrus totals,169.0
Washington,AR,"Non-citrus, other",43.0
Washington,AR,Orchards,240.0
Washington,AR,Peaches,64.0
Washington,AR,Pears,76.0
Washington,AR,Pecans,8.0
Washington,AR,Plums,19.0
Washington,AR,Plums & prunes,19.0
Washington,AR,Raspberries,36.0
Washington,AR,Strawberries,29.0
Washington,AR,Tree nut totals,6.0
Washington,AR,"Tree nuts, other",2.0
Washington,FL,Apples,4.0
Washington,FL,Berry totals,484214.0
Washington,FL,Blackberries,2.0
Washington,FL,Blueberries,178.0
Washington,FL,Chestnuts,32.0
Washington,FL,Citrus totals,48.0
Washington,FL,Fruit & tree nut totals,757046.0
Washington,FL,Grapes,26.0
Washington,FL,Non-citrus totals,57.0
Washington,FL,Orchards,160.0
Washington,FL,Peaches,4.0
Washington,FL,Pears,8.0
Washington,FL,Pecans,152.0
Washington,FL,Persimmons,31.0
Washington,FL,Plums,2.0
Washington,FL,Plums & prunes,2.0
Washington,FL,Pomegranates,18.0
Washington,FL,Strawberries,2.0
Washington,FL,Tangerines,48.0
Washington,FL,Tree nut totals,104.0
Washington,GA,Apples,14.0
Washington,GA,Apricots,2.0
Washington,GA,Berry totals,35038.0
Washington,GA,Blackberries,2.0
Washington,GA,Blueberries,51.0
Washington,GA,Cherries,2.0
Washington,GA,Chestnuts,2.0
Washington,GA,Fruit & tree nut totals,40.0
Washington,GA,Grapes,14.0
Washington,GA,Nectarines,2.0
Washington,GA,Non-citrus totals,61.0
Washington,GA,Orchards,2473.0
Washington,GA,Peaches,31.0
Washington,GA,Pears,24.0
Washington,GA,Pecans,3298.0
Washington,GA,Persimmons,2.0
Washington,GA,Plums,8.0
Washington,GA,Plums & prunes,8.0
Washington,GA,Tree nut totals,3430.0
Washington,ID,Apples,39.0
Washington,ID,Apricots,2.0
Washington,ID,Berry totals,6.0
Washington,ID,Blackberries,2.0
Washington,ID,Cherries,8.0
Washington,ID,Fruit & tree nut totals,155007.0
Washington,ID,Grapes,2.0
Washington,ID,Nectarines,2.0
Washington,ID,Non-citrus totals,139.0
Washington,ID,Orchards,141.0
Washington,ID,Peaches,6.0
Washington,ID,Pears,6.0
Washington,ID,Plum-apricot hybrids,2.0
Washington,ID,Plums,6.0
Washington,ID,Plums & prunes,6.0
Washington,ID,Raspberries,8.0
Washington,IL,Apples,21.0
Washington,IL,Apricots,4.0
Washington,IL,Berry totals,5015.0
Washington,IL,Blackberries,8.0
Washington,IL,Blueberries,4.0
Washington,IL,Cherries,4.0
Washington,IL,Chestnuts,4.0
Washington,IL,Fruit & tree nut totals,67016.0
Washington,IL,Non-citrus totals,39.0
Washington,IL,Orchards,31.0
Washington,IL,Peaches,33.0
Washington,IL,Pears,8.0
Washington,IL,Pecans,22.0
Washington,IL,Persimmons,2.0
Washington,IL,Raspberries,12.0
Washington,IL,Strawberries,2.0
Washington,IL,Tree nut totals,14.0
Washington,IN,Apples,28.0
Washington,IN,Berry totals,76074.0
Washington,IN,Blackberries,48.0
Washington,IN,Blueberries,32.0
Washington,IN,Cherries,12.0
Washington,IN,Fruit & tree nut totals,33.0
Washington,IN,Grapes,26.0
Washington,IN,Non-citrus totals,109.0
Washington,IN,Orchards,78.0
Washington,IN,Peaches,37.0
Washington,IN,Pears,24.0
Washington,IN,Pecans,4.0
Washington,IN,Plums,2.0
Washington,IN,Plums & prunes,2.0
Washington,IN,Raspberries,4.0
Washington,IN,Strawberries,28.0
Washington,IN,Tree nut totals,11.0
Washington,IN,Walnuts,8.0
Washington,IA,Aronia berries,36.0
Washington,IA,Berry totals,64033.0
Washington,IA,Blueberries,4.0
Washington,IA,Elderberries,4.0
Washington,IA,Fruit & tree nut totals,14.0
Washington,IA,Grapes,22.0
Washington,IA,Non-citrus totals,22.0
Washington,IA,Orchards,20.0
Washington,IA,Raspberries,10.0
Washington,IA,Strawberries,2.0
Washington,KS,Apples,6.0
Washington,KS,Apricots,2.0
Washington,KS,Berry totals,4.0
Washington,KS,Blackberries,2.0
Washington,KS,Fruit & tree nut totals,5.0
Washington,KS,Non-citrus totals,10.0
Washington,KS,Orchards,8.0
Washington,KS,Peaches,4.0
Washington,KS,Pears,8.0
Washington,KS,Plums,2.0
Washington,KS,Plums & prunes,2.0
Washington,KS,Strawberries,2.0
Washington,KY,Apples,17.0
Washington,KY,Aronia berries,6.0
Washington,KY,Berry totals,10024.0
Washington,KY,Blackberries,12.0
Washington,KY,Cherries,6.0
Washington,KY,Chestnuts,68.0
Washington,KY,Fruit & tree nut totals,113016.0
Washington,KY,Grapes,55.0
Washington,KY,Non-citrus totals,77.0
Washington,KY,Orchards,91.0
Washington,KY,Peaches,26.0
Washington,KY,Pears,22.0
Washington,KY,Pecans,12.0
Washington,KY,Raspberries,8.0
Washington,KY,Strawberries,4.0
Washington,KY,Tree nut totals,48.0
Washington,KY,Walnuts,6.0
Washington,LA,Berry totals,132.0
Washington,LA,Blackberries,4.0
Washington,LA,Blueberries,64.0
Washington,LA,Citrus totals,8.0
Washington,LA,Fruit & tree nut totals,24040.0
Washington,LA,Grapes,34.0
Washington,LA,Non-citrus totals,24.0
Washington,LA,Orchards,55.0
Washington,LA,Pecans,60.0
Washington,LA,Persimmons,6.0
Washington,LA,Tangerines,8.0
Washington,LA,Tree nut totals,30.0
Washington,ME,Apples,241.0
Washington,ME,"Berries, other",28.0
Washington,ME,Berry totals,16380803.0
Washington,ME,Blackberries,6.0
Washington,ME,Blueberries,76925.0
Washington,ME,Cranberries,78.0
Washington,ME,Elderberries,4.0
Washington,ME,Fruit & tree nut totals,179.0
Washington,ME,Grapes,6.0
Washington,ME,Non-citrus totals,469.0
Washington,ME,Orchards,252.0
Washington,ME,Peaches,8.0
Washington,ME,Plums,4.0
Washington,ME,Plums & prunes,4.0
Washington,ME,Raspberries,24.0
Washington,ME,Strawberries,8.0
Washington,MD,Apples,1955.0
Washington,MD,Berry totals,281092.0
Washington,MD,Blackberries,12.0
Washington,MD,Blueberries,44.0
Washington,MD,Cherries,26.0
Washington,MD,Chestnuts,6.0
Washington,MD,Fruit & tree nut totals,13125078.0
Washington,MD,Grapes,230.0
Washington,MD,Non-citrus totals,2615.0
Washington,MD,Orchards,1537.0
Washington,MD,Peaches,428.0
Washington,MD,Pears,70.0
Washington,MD,Plums,4.0
Washington,MD,Plums & prunes,4.0
Washington,MD,Raspberries,56.0
Washington,MD,Strawberries,36.0
Washington,MD,Tree nut totals,28.0
Washington,MD,Walnuts,2.0
Washington,MN,Apples,823.0
Washington,MN,Berry totals,666263.0
Washington,MN,Blackberries,12.0
Washington,MN,Blueberries,113.0
Washington,MN,Cherries,5.0
Washington,MN,Currants,16.0
Washington,MN,Elderberries,13.0
Washington,MN,Fruit & tree nut totals,7223100.0
Washington,MN,Grapes,52.0
Washington,MN,Hazelnuts,12.0
Washington,MN,Non-citrus totals,891.0
Washington,MN,Orchards,741.0
Washington,MN,Peaches,12.0
Washington,MN,Pears,16.0
Washington,MN,Plums,2.0
Washington,MN,Plums & prunes,2.0
Washington,MN,Raspberries,211.0
Washington,MN,Strawberries,137.0
